Item_Fat_Content	Item_Identifier	Item_Type	Outlet_Establishment_Year	Outlet_Identifier	Outlet_Location_Type	Outlet_Size	Outlet_Type	Item_Visibility	Item_Weight	Sales	Rating
Low Fat	DRL23	Hard Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0153281	18.35	107.594	1
Low Fat	FDB47	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0715404	8.8	210.661	1
Low Fat	FDZ10	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0445326	17.85	127.202	1
Low Fat	FDE58	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0521497	18.5	118.312	1
Low Fat	FDF47	Starchy Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.09777	20.85	222.875	1
Low Fat	FDZ44	Fruits and Vegetables	2018	OUT019	Tier 1	Small	Grocery Store	0.0678096	NULL	118.181	1
Low Fat	FDV35	Breads	2016	OUT046	Tier 1	Small	Supermarket Type1	0.128206	19.5	155.931	1
Low Fat	FDE26	Canned	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0890058	9.3	143.979	1
Low Fat	FDG44	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0	6.13	54.1298	1
Low Fat	FDQ56	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.105597	6.59	83.4908	1
Low Fat	FDN44	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0227956	13.15	160.192	1
Low Fat	NCQ43	Others	2016	OUT046	Tier 1	Small	Supermarket Type1	0.111302	17.75	107.591	1
Low Fat	NCN07	Others	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0339447	18.5	129.928	1
Low Fat	FDL10	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0394922	8.395	97.3042	1
Low Fat	DRL49	Soft Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0.056429	13.15	144.281	1
Low Fat	DRG01	Soft Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0448783	14.8	75.467	1
Low Fat	FDZ34	Starchy Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0758785	6.695	194.082	1
Low Fat	FDV08	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0286529	7.35	40.5454	1
Low Fat	FDB20	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0520861	7.72	76.8986	1
Low Fat	FDD09	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.02154	13.5	182.498	1
Low Fat	FDA11	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0434834	7.75	94.3436	1
Low Fat	FDQ23	Breads	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0246646	6.55	103.333	1
Low Fat	FDW35	Breads	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0111519	10.6	40.6454	1
Low Fat	NCL17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0681631	7.39	140.481	1
Low Fat	NCM42	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0284817	6.13	110.491	1
Low Fat	NCO42	Household	2020	OUT017	Tier 2	High	Supermarket Type1	0.0247951	21.25	147.41	1
low fat	FDH58	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0371486	12.3	116.883	1
Low Fat	FDS12	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.174086	9.1	124.636	1
Low Fat	FDO23	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	0.1464	17.85	93.8436	1
Low Fat	FDK22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0260816	9.8	217.585	1
Low Fat	FDV21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.171051	11.5	126.37	1
Low Fat	FDO57	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.10869	20.75	159.358	1
Low Fat	DRJ49	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0139906	6.865	127.665	1
Low Fat	DRE37	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0	13.5	189.187	1
low fat	DRL35	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0306978	15.7	42.877	1
low fat	FDJ09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0	15	47.2744	1
Low Fat	FDD53	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0740194	16.2	41.7454	1
Low Fat	NCX29	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	0.149223	10	145.81	1
Low Fat	NCX41	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	0	19	211.024	1
Low Fat	NCS54	Household	2011	OUT010	Tier 3	Medium	Grocery Store	0.0167265	13.6	176.037	1
Low Fat	NCM43	Others	2011	OUT010	Tier 3	High	Grocery Store	0.0325978	14.5	163.621	1
Low Fat	FDY48	Baking Goods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0237151	14	103.833	1
Low Fat	FDE44	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.171245	14.65	50.3692	1
Low Fat	FDR43	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.161355	18.2	38.319	1
Low Fat	NCA42	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0	6.965	159.46	1
Low Fat	NCU18	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0.0557936	15.1	139.75	1
low fat	FDD45	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.116152	8.615	94.1436	1
Low Fat	FDZ40	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0403464	8.935	53.7298	1
Low Fat	FDI20	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0387209	19.1	210.859	1
Low Fat	NCK19	Others	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0908342	9.8	192.248	1
low fat	DRH03	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0352072	17.25	93.512	1
Low Fat	FDT48	Baking Goods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0	NULL	196.508	1
Low Fat	FDU32	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0258419	NULL	120.741	1
Low Fat	DRM23	Hard Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0	NULL	171.742	1
Low Fat	NCY05	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0547237	NULL	36.6874	1
Low Fat	NCQ42	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.039078	NULL	128.368	1
Low Fat	FDH10	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0490662	NULL	192.448	1
Low Fat	FDR21	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0666113	NULL	178.237	1
Low Fat	FDK21	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0100531	7.905	249.041	4
Low Fat	FDI26	Canned	2018	OUT019	Tier 1	Small	Grocery Store	0.0610822	NULL	180.034	4
Low Fat	DRH37	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0417008	17.6	164.853	4
Low Fat	NCI17	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.143423	8.645	95.841	4
low fat	NCZ18	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.186357	7.825	254.37	4
Low Fat	FDL04	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.112557	19	104.962	4
Low Fat	NCL18	Household	2018	OUT019	Tier 1	Small	Grocery Store	0.293418	NULL	194.614	4
Low Fat	FDZ55	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0254039	6.055	160.992	4
Low Fat	FDN27	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.039624	20.85	117.281	4
Low Fat	FDW20	Fruits and Vegetables	2011	OUT010	Tier 3	Small	Grocery Store	0.0404212	20.75	122.173	4
Low Fat	FDF41	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.131384	12.15	246.046	4
Low Fat	FDT28	Frozen Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0636951	13.3	151.071	4
Low Fat	FDX34	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0716369	NULL	121.71	4
Low Fat	FDD17	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0326777	7.5	239.091	4
Low Fat	FDZ46	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0691106	7.485	109.023	4
Low Fat	DRA12	Soft Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0411775	11.6	140.315	4
Low Fat	FDV38	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	0.10235	19.25	52.7956	4
Low Fat	DRG23	Hard Drinks	2014	OUT013	Tier 3	High	Supermarket Type1	0.086709	8.88	151.768	4
Low Fat	NCP30	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0328351	20.5	40.2822	4
Low Fat	NCH54	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0726691	13.5	160.292	4
Low Fat	NCR53	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.144338	NULL	224.44	4
Low Fat	FDH35	Starchy Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0599569	NULL	165.453	4
Low Fat	FDB51	Dairy	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0385321	6.92	60.5852	4
Low Fat	FDP16	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0393559	18.6	246.38	4
Low Fat	FDB11	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0608365	16	226.84	4
Low Fat	DRJ25	Soft Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.151419	14.6	50.3692	4
Low Fat	DRK12	Soft Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0416835	NULL	31.29	4
Low Fat	NCI18	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0140812	18.35	223.575	4
Low Fat	FDN13	Breakfast	2020	OUT017	Tier 2	Small	Supermarket Type1	0.152918	18.6	99.8358	4
Low Fat	DRD24	Soft Drinks	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0309693	13.85	140.915	4
Low Fat	FDI32	Fruits and Vegetables	2011	OUT010	Tier 3	Small	Grocery Store	0.291865	17.7	115.183	4
Low Fat	NCB19	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0904361	6.525	85.0882	4
Low Fat	FDV15	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.1464	10.3	103.965	4
Low Fat	NCX06	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0156111	NULL	182.598	4
Low Fat	FDT20	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0413954	10.5	37.6164	4
Low Fat	FDN57	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0543442	18.25	140.215	4
Low Fat	FDI19	Meat	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0523391	15.1	242.751	4
Low Fat	NCZ54	Household	2011	OUT010	Tier 3	Small	Grocery Store	0	14.65	161.555	4
Low Fat	NCO07	Others	2018	OUT019	Tier 1	Small	Grocery Store	0.017117	NULL	211.956	4
Low Fat	FDS49	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0	9	79.7644	4
Low Fat	NCX42	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.00594964	NULL	165.653	4
Low Fat	FDL56	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	0.126036	14.1	86.4198	4
Low Fat	NCU05	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0584518	NULL	79.9618	4
Low Fat	NCR38	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.113749	17.25	251.372	4
Low Fat	FDK21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0100104	7.905	249.041	4
Low Fat	FDL43	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0271065	10.1	75.367	4
Low Fat	DRF15	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0.0581534	NULL	152.034	4
Low Fat	FDV32	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0888463	7.785	61.451	4
Low Fat	FDW13	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0984384	8.5	51.1324	4
Low Fat	FDG59	Starchy Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0434791	15.85	36.7164	4
Low Fat	FDM28	Frozen Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0451662	15.7	178.666	4
Low Fat	FDS26	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0.0893948	20.35	260.159	4
Low Fat	FDK51	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.00523415	19.85	264.088	4
Low Fat	FDY55	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.0812525	16.75	256.499	4
Low Fat	FDK21	Snack Foods	2011	OUT010	Tier 3	Small	Grocery Store	0.0167586	7.905	250.441	4
Low Fat	NCZ18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.186033	7.825	253.07	4
Low Fat	NCF07	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0318675	NULL	101.002	4
Low Fat	FDJ08	Fruits and Vegetables	2018	OUT019	Tier 1	Small	Grocery Store	0.193773	NULL	190.385	4
Low Fat	DRF49	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0712221	7.27	113.552	4
Low Fat	FDH27	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0585846	7.075	142.713	4
Low Fat	NCM31	Others	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0811966	6.095	141.415	4
Low Fat	FDR04	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0	7.075	98.0068	4
Low Fat	FDF46	Snack Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0938611	7.07	115.583	4
Low Fat	FDB45	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.021363	20.85	103.231	4
Low Fat	FDV51	Meat	2014	OUT013	Tier 3	High	Supermarket Type1	0.0325118	16.35	165.084	4
Low Fat	NCW17	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0192924	NULL	129.999	4
Low Fat	DRH39	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0.0926131	20.7	76.367	4
Low Fat	FDN60	Baking Goods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0946973	NULL	158.46	4
Low Fat	NCO43	Others	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0470982	5.5	101.302	4
Low Fat	NCY30	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0260059	20.25	180.998	4
Low Fat	NCO30	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0157493	19.5	182.261	4
Low Fat	NCO17	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0733797	10	118.244	4
Low Fat	FDX26	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0.153741	NULL	182.629	4
Low Fat	FDG45	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.12793	8.1	211.49	4
Low Fat	FDX09	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0652369	9	176.437	4
Low Fat	FDV02	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0.0604952	16.75	169.811	4
Low Fat	FDR43	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.160707	NULL	38.019	4
Low Fat	FDC50	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0	15.85	96.4094	4
Low Fat	FDM40	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.159937	10.195	143.215	4
Low Fat	FDY32	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	0.129503	7.605	164.021	4
Low Fat	FDU02	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0.179484	NULL	228.935	4
Low Fat	FDF22	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.056919	6.865	212.822	4
Low Fat	DRP35	Hard Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0904273	NULL	126.234	4
Low Fat	NCB55	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.160663	15.7	59.4562	4
low fat	FDW35	Breads	2018	OUT019	Tier 1	Small	Grocery Store	0.0194158	NULL	41.6454	4
Low Fat	FDB44	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0169932	6.655	211.059	4
Low Fat	NCU41	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0521358	18.85	190.185	4
Low Fat	FDN32	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0156238	17.5	182.627	4
Low Fat	NCJ18	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.164197	12.35	120.512	4
Low Fat	FDW28	Frozen Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0890044	18.25	196.745	4
Low Fat	FDA13	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0789993	15.85	38.6506	4
Low Fat	NCV42	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0315997	6.26	111.323	4
Low Fat	FDG24	Baking Goods	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0146608	7.975	85.125	4
Low Fat	NCH06	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0767096	12.3	247.846	4
Low Fat	FDU56	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0	NULL	184.727	4
Low Fat	NCG42	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	0	19.2	127.831	4
Low Fat	DRN36	Soft Drinks	2018	OUT019	Tier 1	Small	Grocery Store	0.0878549	NULL	95.9752	4
Low Fat	FDK28	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0658571	5.695	258.565	4
Low Fat	FDR43	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.161817	18.2	37.819	4
Low Fat	FDR49	Canned	2011	OUT010	Tier 3	Medium	Grocery Store	0.23304	8.71	49.5376	4
Low Fat	FDC15	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.178246	18.1	158.129	4
Low Fat	FDD29	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0308154	12.15	252.07	4
Low Fat	FDW50	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0.132327	NULL	168.416	4
Low Fat	FDT31	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0125187	19.75	190.687	4
Low Fat	NCQ43	Others	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.110763	NULL	108.591	4
Low Fat	FDU38	Dairy	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0830168	10.8	193.45	4
Low Fat	DRF03	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	0.0758365	19.1	40.2138	4
Low Fat	FDT08	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0493183	13.65	149.005	4
Low Fat	FDC53	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.00887169	8.68	99.7384	4
Low Fat	DRK35	Hard Drinks	2018	OUT019	Tier 1	Small	Grocery Store	0.125794	NULL	36.2506	4
Low Fat	NCV42	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0314708	6.26	110.223	4
Low Fat	FDE34	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.107891	9.195	182.763	4
Low Fat	NCK19	Others	2014	OUT013	Tier 3	High	Supermarket Type1	0.0903904	9.8	192.148	4
Low Fat	FDO44	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0870297	NULL	109.223	4
Low Fat	NCF31	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0519526	9.13	152.302	4
Low Fat	FDV58	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.12125	20.85	193.945	4
Low Fat	FDN27	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	0	20.85	115.181	4
Low Fat	FDZ52	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.10023	19.2	112.989	4
Low Fat	FDR58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0419135	6.675	90.7462	4
Low Fat	FDL22	Snack Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.036464	16.85	90.7488	4
Low Fat	FDC35	Starchy Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.123087	7.435	206.964	4
Low Fat	NCQ42	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0394282	20.35	127.968	4
Low Fat	FDY59	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0	8.195	93.1462	4
Low Fat	FDU14	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0348231	17.75	248.675	4
Low Fat	FDX09	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0649333	NULL	174.837	4
Low Fat	DRI37	Soft Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.107077	NULL	58.7904	4
Low Fat	FDL20	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.128675	17.1	112.389	4
Low Fat	FDE58	Snack Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0520254	18.5	118.412	4
Low Fat	FDL34	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0411775	16	142.35	4
Low Fat	DRG39	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0423528	14.15	51.6982	4
Low Fat	DRF01	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.175352	5.655	147.41	4
Low Fat	FDY07	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	0	11.8	46.5402	4
Low Fat	FDD03	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0801314	13.3	234.03	4
Low Fat	NCL18	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0.167444	18.85	194.614	4
Low Fat	FDD29	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0184855	12.15	253.17	4
Low Fat	FDU11	Breads	2014	OUT013	Tier 3	High	Supermarket Type1	0.0925166	4.785	120.11	4
Low Fat	FDJ08	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.110844	11.1	189.285	4
Low Fat	FDU32	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	0	8.785	123.041	4
Low Fat	FDE39	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0362078	7.89	121.078	4
Low Fat	FDU56	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.0443771	16.85	185.827	4
Low Fat	NCH55	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0347426	16.35	127.402	4
Low Fat	NCV54	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0329486	NULL	116.812	4
Low Fat	DRH25	Soft Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0145224	NULL	50.2324	4
Low Fat	NCT18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0593939	14.6	181.798	4
Low Fat	NCV06	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0666813	11.3	194.448	4
Low Fat	FDH21	Seafood	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0312736	10.395	160.06	4
Low Fat	FDR26	Dairy	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0428368	20.7	175.803	4
Low Fat	FDA14	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0.114127	NULL	147.176	4
Low Fat	FDN20	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0261819	19.35	167.047	4
Low Fat	NCN29	Health and Hygiene	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.012185	15.2	50.3034	4
Low Fat	FDI28	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0264289	14.3	78.2302	4
Low Fat	NCK06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.00864489	5.03	122.676	4
Low Fat	NCY18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0311457	7.285	173.605	4
Low Fat	FDE38	Canned	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0443911	NULL	164.384	4
Low Fat	FDB59	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0152789	18.25	199.008	4
Low Fat	DRN47	Hard Drinks	2011	OUT010	Tier 3	Medium	Grocery Store	0.0281645	12.1	178.166	4
Low Fat	FDT59	Breads	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0160014	13.65	230.667	4
Low Fat	DRE13	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0276999	6.28	87.9198	4
Low Fat	FDV07	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0313464	9.5	110.723	4
Low Fat	FDW01	Canned	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0637503	NULL	153.468	4
Low Fat	FDG24	Baking Goods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0145603	NULL	81.425	4
Low Fat	FDO04	Frozen Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0264087	NULL	53.2614	4
Low Fat	DRB25	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0694466	12.3	106.394	4
Low Fat	DRF03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0452996	19.1	38.8138	4
low fat	FDE02	Canned	2014	OUT013	Tier 3	High	Supermarket Type1	0.121149	8.71	93.7778	4
Low Fat	FDW49	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	0	19.5	179.3	4
Low Fat	FDR23	Breads	2020	OUT017	Tier 2	Medium	Supermarket Type1	0	15.85	174.737	4
Low Fat	NCJ29	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0350225	NULL	85.1224	4
Low Fat	FDG44	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.102607	6.13	54.0298	4
Low Fat	NCD19	Household	2015	OUT045	Tier 2	Medium	Supermarket Type1	0	8.93	55.4614	4
Low Fat	DRP35	Hard Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0910086	18.85	129.634	4
Low Fat	FDA21	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0361072	13.65	184.492	4
Low Fat	FDA46	Snack Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.117538	13.6	195.414	4
Low Fat	NCM19	Others	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0470085	NULL	112.02	4
Low Fat	FDK55	Meat	2018	OUT019	Tier 1	Small	Grocery Store	0.0451054	NULL	89.4172	4
Low Fat	DRG15	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0768552	6.13	59.3536	4
